"Probe.set"	"Name"	"GB.acc"	"Symbol"	"Cytoband"	"C_1"	"C_2"	"C_3"	"C_4"	"C_5"	"C_6"	"C_7"	"C_8"	"C_9"	"C_10"	"C_11"	"C_12"	"C_13"	"C_14"	"DMD_4"	"DMD_5"	"DMD_6"	"DMD_7"	"DMD_10"	"DMD_11"	"DMD_12"	"DMD_13"	"DMD_14"	"DMD_15"	"DMD_16"	"DMD_17"	"DMD_18"	"DMD_19"	"DMD_20"	"DMD_21"	"DMD_22"	"DMD_23"	"DMD_24"
"186"	"201400_at"	"proteasome (prosome, macropain) subunit, beta type, 3"	"NM_002795"	"PSMB3"	"Chr:17q12"	8.491293907	9.421212196	8.974058151	8.829644203	9.492153168	8.775006294	8.946221352	9.532327652	8.341866493	9.26440239	9.195005417	9.244773865	9.081970215	8.552707672	9.568108559	8.8907938	8.577898026	8.957812309	9.03666687	8.684726715	9.434216499	8.932862282	9.335507393	9.110290527	9.531348228	8.633831024	9.884230614	9.645174026	8.233077049	9.56658268	9.313335419	8.351843834	8.734425545
"187"	"201408_at"	"protein phosphatase 1, catalytic subunit, beta isoform"	"W67887"	"PPP1CB"	"Chr:2p23"	7.115095139	7.505177975	7.300770283	7.489026546	8.096725464	7.454492569	7.47460556	8.242920876	6.941183567	8.765445709	8.118732452	8.035559654	7.733296394	7.64790535	7.328716755	8.089543343	7.425875187	7.270249367	6.412875175	6.903730392	8.176080704	7.450325489	7.295411587	7.422585964	7.028161049	6.437004089	7.072982788	7.412353516	7.593157291	7.12390995	7.774196148	7.404449463	7.418674946
"188"	"201409_s_at"	"protein phosphatase 1, catalytic subunit, beta isoform"	"NM_002709"	"PPP1CB"	"Chr:2p23"	8.969355583	9.094738007	8.630267143	8.937203407	9.272035599	8.607157707	8.882212639	9.256901741	7.791268349	9.93377018	9.267393112	9.053423882	8.731955528	8.910128593	8.635735512	9.102626801	8.880817413	7.788062572	7.590315819	8.395853043	8.822753906	8.523389816	8.600880623	8.629675865	8.544412613	7.625686169	8.281037331	8.837660789	8.234645844	8.566437721	8.852766991	7.802538395	8.720601082
"189"	"201417_at"	"SRY (sex determining region Y)-box 4"	"AL136179"	"SOX4"	"Chr:6p22.3"	6.8301301	6.564241886	6.851005077	6.12099123	7.791790485	6.072447777	6.034495354	6.811939716	6.519566536	7.265227795	6.418088436	7.353139877	8.77329731	5.769593239	8.536122322	8.804736137	7.235267162	7.263196945	7.600352287	7.161973476	8.93044281	6.304059505	7.687245846	7.624200821	6.950526237	6.806856632	6.63415432	7.777173519	7.691205502	7.172760487	7.75706625	6.584579945	7.841876507
"190"	"201424_s_at"	"cullin 4A"	"NM_003589"	"CUL4A"	"Chr:13q34"	5.401896954	5.868474007	5.599112034	5.873653412	6.332066536	5.568152905	5.40735817	6.256835461	5.387073517	6.228208065	6.352730751	6.010203838	5.702370644	5.732906818	5.600688457	6.207232952	5.815038681	5.194106579	4.912418842	5.455248356	6.518718243	5.676690102	5.144978523	6.03056097	5.441556931	4.718244553	5.385751724	5.616755486	5.770828247	5.534451008	5.406151295	5.286985874	5.572894096
"191"	"201425_at"	"aldehyde dehydrogenase 2 family (mitochondrial)"	"NM_000690"	"ALDH2"	"Chr:12q24.2"	9.137152672	9.615444183	9.619635582	10.36055183	10.16956806	9.804993629	9.357516289	10.04628468	9.75793457	10.65003109	10.5361042	10.46150684	9.793371201	10.00348473	9.811772346	9.611271858	8.773295403	8.609121323	9.522899628	8.571320534	9.641932487	9.107041359	9.234676361	9.175430298	8.50540638	8.2070961	8.208119392	9.470932961	8.698156357	9.50615406	9.472920418	8.64682579	8.626871109
"192"	"201426_s_at"	"vimentin"	"AI922599"	"VIM"	"Chr:10p13"	11.08075047	10.00688839	11.56519222	10.73149967	11.76181793	10.23556042	11.2519598	11.48289871	10.90393448	11.17028046	11.25768566	11.17880726	11.9546423	9.690401077	12.15591049	11.86585808	11.84816551	11.56566525	12.50754261	12.29873657	12.09531307	12.4282999	12.37352657	11.98744965	12.40180683	11.91127586	12.56754494	12.4167757	12.06787968	12.53371716	12.03186035	11.84755993	12.27842712
"193"	"201427_s_at"	"selenoprotein P, plasma, 1"	"NM_005410"	"SEPP1"	"Chr:5q31"	9.316931725	9.153552055	10.04502678	9.853394508	10.44344902	10.16253662	9.498011589	10.61304569	9.960041046	10.89584923	10.95791245	10.84940052	11.06798267	9.871667862	10.92543507	11.15437317	10.98007298	11.04299736	10.88968754	11.05854797	11.50459957	11.70428181	10.59203911	11.11508656	10.80130768	10.20404816	10.21863079	11.40641117	11.45111847	11.12928677	11.08622742	10.7144537	11.10098743
"194"	"201438_at"	"collagen, type VI, alpha 3"	"NM_004369"	"COL6A3"	"Chr:2q37"	9.573881149	9.736476898	10.43916607	9.070150375	10.51511288	9.073352814	10.21173382	9.873282433	8.853385925	9.662284851	9.819223404	9.548157692	11.20936489	8.869224548	11.15450478	11.3983593	10.90777206	11.16425133	11.19410801	11.02633381	11.30533218	10.51510143	11.27887344	11.25756931	11.38261318	10.49095726	11.36871815	10.56558514	11.16737938	11.14125252	10.96360111	10.35402012	11.24503231
"195"	"201441_at"	"cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)"	"NM_001863"	"COX6B1"	"Chr:19q13.1"	10.7387867	11.16986084	10.71473408	10.31807995	11.05041981	10.19772911	10.75053787	11.02435303	9.897294998	10.77600574	11.15553093	10.74546337	10.70811558	10.02286053	10.9576931	10.1413784	9.591237068	10.45672894	10.35854053	10.53668499	10.62192345	10.06631184	10.36702061	10.41351509	10.64715958	10.3092823	10.63750076	11.00199413	9.765585899	11.02836418	10.78518391	9.664477348	10.33637238
"196"	"201443_s_at"	"ATPase, H+ transporting, lysosomal accessory protein 2"	"AF248966"	"ATP6AP2"	"Chr:Xp11.4"	5.940795898	6.80096674	6.702601433	6.268485546	7.435870647	5.719293118	6.412348747	7.313396931	5.634225368	6.85488987	6.916396141	6.717316628	7.282579899	5.598762989	7.931320667	8.284086227	7.800477505	6.84510994	6.917583466	7.238200188	8.607892036	7.472717762	7.282398224	7.952461243	7.446047306	6.465662003	7.665829182	7.386569023	8.135350227	7.720602989	7.54744482	7.000793934	7.10396719
"197"	"201444_s_at"	"ATPase, H+ transporting, lysosomal accessory protein 2"	"NM_005765"	"ATP6AP2"	"Chr:Xp11.4"	7.21050024	6.643471718	7.452205658	6.898711205	7.370601654	6.397467613	7.15806675	7.343486309	6.737663269	7.015612602	7.27560091	7.412730217	7.370601654	6.511744499	7.915537357	8.032422066	7.901516914	6.94151783	7.325704575	7.462648392	7.935252666	7.409008503	7.600752831	7.523173809	7.350669861	6.53317976	7.595468998	7.370601654	8.145876884	7.441793442	7.80883503	7.318241596	7.748037815
"198"	"201445_at"	"calponin 3, acidic"	"NM_001839"	"CNN3"	"Chr:1p22-p21"	6.229068756	6.27340126	6.928267002	6.464054108	7.135091782	6.559506416	6.330643177	6.908324242	6.38287735	6.583128452	6.230012417	6.69030571	7.035657883	6.326651573	8.219467163	7.907326698	7.825653076	6.328027725	7.624269962	6.957749367	8.160908699	6.990876198	7.327197075	6.368916988	8.182944298	6.813271523	8.111950874	7.708180904	6.977588177	8.224653244	7.045918465	6.877450466	7.198091507
"199"	"201463_s_at"	"transaldolase 1"	"NM_006755"	"TALDO1"	"Chr:11p15.5-p15.4"	7.553708076	8.483760834	8.302412033	7.588135719	8.832579613	7.101895332	7.964473248	8.188513756	6.914255142	7.850734711	7.952821732	7.608384609	7.595138073	7.023757935	8.966935158	8.239280701	7.869256496	7.659885883	7.791675568	7.66755724	8.354371071	7.952335835	7.930617809	7.718877316	8.075318336	7.235548019	8.005638123	8.434101105	7.642125607	8.282639503	8.272999763	7.217710495	7.328691483
"200"	"201470_at"	"glutathione S-transferase omega 1"	"NM_004832"	"GSTO1"	"Chr:10q25.1"	7.913521767	8.805336952	8.304978371	8.559651375	8.740801811	7.688825607	8.32092762	8.974393845	7.510499477	8.913210869	8.844965935	8.549818039	8.60333252	8.061408043	8.670686722	8.120225906	8.405869484	8.468334198	8.503512383	8.537236214	8.606779099	8.69036293	8.698171616	8.716493607	9.031193733	7.900808334	9.514302254	9.68270874	8.543459892	9.319973946	8.697784424	7.839745998	8.316400528
"201"	"201471_s_at"	"sequestosome 1"	"NM_003900"	"SQSTM1"	"Chr:5q35"	9.813162804	10.85776711	9.880887985	10.69532871	10.38397026	10.313797	10.00829792	10.31988811	10.0706501	10.9971962	10.68448448	10.38425064	10.00934505	10.29156208	9.632905006	9.688707352	10.09443855	9.235342026	10.00704765	9.612723351	9.377783775	10.27614784	9.75672245	9.964989662	10.08219147	9.436359406	9.744595528	10.8058939	9.288103104	10.13814449	9.9611063	9.026408195	10.04333687
"202"	"201472_at"	"von Hippel-Lindau binding protein 1"	"NM_003372"	"VBP1"	"Chr:Xq28"	8.907384872	9.626955032	9.191277504	9.402440071	9.7007761	8.779107094	9.203759193	9.906476021	7.996203423	9.810647964	10.18562984	9.616991997	9.610667229	9.037322998	9.512003899	9.821566582	9.825559616	9.138129234	8.328011513	8.70473671	10.1573	9.006435394	9.06687355	9.251075745	9.39348793	8.102011681	9.26511097	9.555003166	8.996911049	9.309978485	9.651490211	8.187139511	9.405928612
"203"	"201473_at"	"jun B proto-oncogene"	"NM_002229"	"JUNB"	"Chr:19p13.2"	6.228898048	7.908349037	6.813118935	6.652881145	6.405862331	6.48891449	7.050478458	6.5072999	6.140996933	6.646996498	7.139300823	6.557785988	6.541567802	6.366588593	6.863215923	7.070239544	6.17808342	6.37260437	9.39682579	8.648340225	7.473126888	6.547549725	7.238866329	6.73018074	7.074735641	9.282544136	7.742525101	6.787737846	6.87840271	7.251981258	7.390372753	7.017419338	6.512648106
"204"	"201486_at"	"reticulocalbin 2, EF-hand calcium binding domain"	"NM_002902"	"RCN2"	"Chr:15q23"	6.333493233	6.439647675	6.130003452	6.614414215	7.000884533	6.425704479	6.307358265	7.018230915	5.498433113	6.883486271	6.8819561	6.732564449	6.825316429	5.960489273	7.258224964	7.009099007	7.323159218	6.856672287	6.433282375	6.528238297	7.285615444	6.273826122	6.557720184	6.714438915	7.004371166	5.882387638	6.223289967	6.80320406	6.772546768	7.225102901	7.448011875	6.205268383	6.690213203
"205"	"201487_at"	"cathepsin C"	"NM_001814"	"CTSC"	"Chr:11q14.1-q14.3"	7.229761124	7.1059165	7.941689014	7.486844063	7.840988159	7.042260647	7.258852959	7.34442091	7.340544224	7.801212788	7.608438015	7.759452343	8.059440613	7.495711327	8.254947662	8.022873878	7.829325199	8.030068398	7.889056206	7.836654663	8.593525887	8.345089912	8.478962898	8.670319557	8.425456047	7.58018589	8.455187798	8.520389557	8.975781441	8.07529068	8.234056473	7.507216454	7.950277328
"206"	"201490_s_at"	"peptidylprolyl isomerase F (cyclophilin F)"	"NM_005729"	"PPIF"	"Chr:10q22-q23"	8.851072311	8.075105667	8.684537888	7.666938782	8.530288696	8.19808197	8.546438217	8.34365654	8.124116898	8.026486397	9.523376465	9.238426208	8.814352989	8.400821686	8.416101456	8.068396568	7.640684605	7.742089748	7.723468304	7.974942207	7.853125095	7.124983311	7.785089016	7.99841404	8.10760498	7.519012928	8.193069458	8.140428543	7.409317493	8.48634243	8.070064545	7.41195488	7.943984985
"207"	"201498_at"	"ubiquitin specific peptidase 7 (herpes virus-associated)"	"AI160440"	"USP7"	"Chr:16p13.3"	6.854995251	8.279649734	7.467181206	7.798224449	8.423845291	7.297589779	7.808483124	8.193827629	7.250970364	8.286601067	7.909543037	7.864134312	7.50968504	7.156255722	7.905848026	7.697805882	7.832185268	7.330083847	7.359074593	7.250858784	8.14487648	7.858091354	7.250700474	8.173974037	7.33904171	6.512666225	7.305539608	7.717189789	7.625259876	7.549320698	7.98799181	7.443699837	7.50742054
"208"	"201502_s_at"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha"	"AI078167"	"NFKBIA"	"Chr:14q13"	8.236552238	9.36670208	10.04273319	8.878566742	10.72591114	9.508955002	9.948702812	9.227790833	9.557765961	9.821023941	9.929261208	9.761466026	9.064335823	8.870377541	9.497532845	9.103935242	9.311672211	8.886116982	9.618190765	8.906309128	9.656759262	10.05166245	8.851325035	9.251486778	8.864581108	9.224905014	8.983153343	10.15385628	8.786031723	9.163330078	10.08217335	8.485669136	8.550089836
"209"	"201503_at"	"GTPase activating protein (SH3 domain) binding protein 1"	"BG500067"	"G3BP1"	"Chr:5q33.1"	7.185679913	7.750351429	7.185177326	7.567817688	7.680630684	7.009026051	6.878281116	8.235693932	7.065141678	7.958071232	8.098251343	7.739655972	7.816989422	7.309132099	7.445907116	8.201980591	7.83613205	6.941096306	6.663210392	6.408998013	8.292379379	7.027720928	6.896090984	8.197659492	7.029590607	6.44922924	6.984623432	7.562612057	7.456121922	7.300851822	7.884931564	7.010176182	6.928654671
"210"	"201505_at"	"laminin, beta 1"	"NM_002291"	"LAMB1"	"Chr:7q22"	5.939583778	5.904957771	6.570239544	5.471534729	6.969162941	5.161010742	6.888886452	5.813288212	5.516412735	5.706347466	5.519243717	5.717999458	7.037922382	5.203890324	7.612416744	7.884787083	6.642598152	6.615941048	6.675326347	7.149326324	7.793289661	6.912969112	6.498510838	7.115384579	6.459766388	6.195794582	6.192257881	6.374057293	6.618589878	6.839178562	6.661175728	5.706363201	5.850121975
"211"	"201506_at"	"transforming growth factor, beta-induced, 68kDa"	"NM_000358"	"TGFBI"	"Chr:5q31"	8.108398438	8.238696098	8.601025581	7.72622776	9.013512611	7.529670715	8.317759514	8.530400276	8.079275131	8.351240158	8.157063484	7.773118496	9.354945183	7.696646214	9.607838631	9.477818489	8.537045479	8.717979431	9.865891457	9.100820541	9.753669739	8.689949989	9.458527565	9.622444153	9.263032913	8.594799995	9.583499908	9.513489723	8.785083771	9.736684799	8.28764534	8.114321709	8.727624893
"212"	"201508_at"	"insulin-like growth factor binding protein 4"	"NM_001552"	"IGFBP4"	"Chr:17q12-q21.1"	8.913251877	9.059421539	9.480190277	7.905246258	9.44550705	8.374894142	8.632332802	8.95665741	8.773554802	9.34992218	9.07508564	9.637636185	10.02866173	8.412764549	9.869436264	9.489008904	9.320418358	9.56562233	9.436796188	9.435060501	9.817390442	9.512173653	10.39697742	10.1153326	10.15627766	9.623811722	11.14282703	9.95366478	9.82730484	10.19165325	10.057477	9.627547264	9.555956841
"213"	"201520_s_at"	"G-rich RNA sequence binding factor 1"	"BF034561"	"GRSF1"	"Chr:4q13"	9.195716858	8.454789162	8.740162849	9.152359009	9.348034859	8.9718647	8.683157921	9.10969162	8.150439262	9.458189011	9.815566063	9.697516441	9.513134956	9.120440483	9.032560349	9.255520821	9.187400818	9.187911987	8.614467621	8.86527729	9.276684761	9.087431908	9.081190109	8.763231277	9.615762711	7.896556854	9.393413544	9.773854256	8.836481094	9.599261284	9.960254669	8.6846838	9.781157494
"214"	"201525_at"	"apolipoprotein D"	"NM_001647"	"APOD"	"Chr:3q26.2-qter"	10.03032684	11.46779728	10.31267738	10.79301453	10.81114101	10.40260983	11.20579052	11.92215252	10.73412418	11.16725159	9.999603271	11.12703419	10.6017971	9.169603348	10.54955482	9.972266197	10.60155678	10.31358624	10.08264065	10.12018681	10.34494209	11.19677353	10.75546646	10.37080765	9.558496475	10.1980896	11.58763695	12.47964096	10.25710201	10.66720104	11.59632301	10.01918697	10.16223335
"215"	"201528_at"	"replication protein A1, 70kDa"	"BG398414"	"RPA1"	"Chr:17p13.3"	7.59024334	8.111605644	7.485453606	8.453769684	8.284474373	7.712692738	8.101821899	7.463568687	7.286701202	8.514309883	8.533002853	7.983616352	7.74105835	7.646013737	8.181986809	7.695753098	7.697561741	7.017243862	7.002709866	7.261220932	7.844614983	8.131045341	6.909155846	7.801027775	7.575330257	6.966031075	7.284955978	7.927703857	7.872051239	7.798343182	7.405818462	6.51695776	7.459115982
"216"	"201530_x_at"	"eukaryotic translation initiation factor 4A, isoform 1"	"NM_001416"	"EIF4A1"	"Chr:17p13"	9.628293991	10.70034218	9.768405914	9.49588871	10.48752785	9.190446854	10.01700401	10.2826128	9.283026695	10.21107769	9.952261925	9.886958122	10.23480129	8.849193573	10.71961498	10.78383923	11.32670879	10.12593174	10.41941547	10.32725811	11.13680077	10.13193893	10.79969215	11.39083099	10.97463322	9.97552681	11.04710674	10.40281296	10.19836998	10.73314857	10.64902973	9.777851105	10.49287701
"217"	"201532_at"	"proteasome (prosome, macropain) subunit, alpha type, 3"	"NM_002788"	"PSMA3"	"Chr:14q23"	8.086815834	8.656934738	8.673081398	9.04441452	8.942386627	8.241963387	8.520293236	9.163406372	7.649446964	9.091719627	9.621211052	9.111122131	9.104516029	8.384001732	8.817715645	9.517811775	9.348013878	8.32668972	8.094023705	8.246518135	9.46233654	8.822289467	8.462964058	8.909452438	8.89683342	7.738578796	8.863926888	8.912198067	9.175221443	8.800398827	8.914123535	8.137020111	8.721723557
"218"	"201539_s_at"	"four and a half LIM domains 1"	"U29538"	"FHL1"	"Chr:Xq26"	13.09811497	11.11551666	12.65809059	13.52258015	11.99940491	12.65217781	12.53767014	12.87168503	11.7940979	12.5316124	12.66840553	13.11776638	13.04911327	13.12542343	12.33311749	12.54159641	11.54517269	11.96955109	11.81917953	12.53522491	12.11864376	12.51187897	12.4006176	12.06306362	12.95784664	11.53105164	12.67352772	12.89486408	12.55834484	12.74298191	12.56659222	12.64117908	12.89966011
"219"	"201550_x_at"	"actin, gamma 1"	"NM_001614"	"ACTG1"	"Chr:17q25"	10.72334862	10.90079498	11.51988697	10.36547661	11.50780869	10.40220261	11.35088253	11.67137623	10.73590183	11.19886112	11.10650539	11.17063236	11.91571903	10.32411957	11.93973732	12.12175751	12.36086559	11.78944778	11.79060841	11.5754528	12.55013084	11.74803257	12.10691071	12.32202721	12.0524435	11.38704395	12.1309185	11.39754486	11.91475201	11.81829739	12.15830994	11.80888176	11.90555477
"220"	"201553_s_at"	"lysosomal-associated membrane protein 1"	"NM_005561"	"LAMP1"	"Chr:13q34"	9.15054512	10.27255058	9.834070206	9.241056442	10.32869053	9.14535141	9.659834862	10.05960941	8.805402756	10.1480608	10.08573055	9.857702255	10.19468117	9.012405396	10.49023247	10.49833584	10.27676964	9.897826195	10.38549614	10.23912621	10.95094013	10.2418766	10.36823368	10.69115639	10.59575272	9.74843502	10.92073345	10.76110363	10.19521141	10.82700062	10.73366356	9.613032341	10.29877949
"221"	"201554_x_at"	"glycogenin 1"	"NM_004130"	"GYG1"	"Chr:3q24-q25.1"	11.21585369	11.29941082	11.09190845	11.69704342	11.04727745	10.51176357	11.35927296	11.49672318	10.37725067	11.83139801	11.24822617	11.82450199	11.19572544	11.01530075	10.89337444	10.71286392	10.1673069	10.50682259	9.859801292	10.65069675	10.55778122	11.1893568	10.45018196	10.95500374	10.99186707	9.70792675	10.83383846	11.70661259	10.67564297	11.09741306	11.41353226	10.63951302	11.12379551
"222"	"201560_at"	"chloride intracellular channel 4"	"NM_013943"	"CLIC4"	"Chr:1p36.11"	7.952411175	8.298472404	7.978381157	6.504213333	8.549403191	6.505895615	7.995799541	8.080105782	6.844678879	8.145874977	7.48335743	7.401600838	8.741689682	6.820492744	8.703554153	9.187185287	8.316506386	8.926746368	8.52060318	8.730983734	9.390884399	8.915142059	8.608886719	9.403059006	9.421583176	7.857786655	9.226590157	8.433144569	9.072840691	9.06726265	9.100229263	8.521899223	8.527477264
"223"	"201565_s_at"	"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"	"NM_002166"	"ID2"	"Chr:2p25"	5.678127289	6.109228611	5.991393089	5.630257607	6.67800808	6.057525635	5.777717113	6.073325634	5.685872555	6.385407925	6.634130955	5.94340086	6.365075588	5.870834827	6.580125332	7.258522987	6.907075882	6.368009567	6.53002739	6.521116734	7.958690166	5.890799999	6.913266182	6.9358778	6.334649086	6.494756699	6.824158669	6.607319355	7.774815083	6.689117908	6.553128242	6.485625267	6.661940098
"224"	"201581_at"	"thioredoxin domain containing 13"	"BF572868"	"TXNDC13"	"Chr:20p12"	7.12071991	7.890280724	7.163734913	8.243836403	7.96446228	7.929824829	7.654352188	8.455522537	7.443737507	8.457487106	8.249209404	7.747301579	7.678812027	7.740957737	7.749590874	7.678853035	7.298415184	7.081350327	7.090631962	7.454201698	8.532394409	7.928418159	7.1951437	7.859030247	7.623472691	6.970422268	7.465023994	8.397141457	7.581761837	7.817471504	8.360320091	6.672804832	7.696098328
"225"	"201586_s_at"	"splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)"	"NM_005066"	"SFPQ"	"Chr:1p34.3"	6.488956928	7.269080162	7.028511047	7.053011894	8.237700462	6.863889217	7.353561878	7.199836731	6.316880703	7.038417339	7.213511944	7.217940331	7.269483089	6.759858131	7.724205017	8.392239571	7.607878208	6.881798744	6.730572701	6.967600822	8.302072525	6.853426456	7.214449406	7.724829674	7.344377995	6.292566776	7.647896767	6.85500288	7.143174648	7.45990324	7.808468819	7.029109955	6.973554134
"226"	"201590_x_at"	"annexin A2"	"NM_004039"	"ANXA2"	"Chr:15q21-q22"	9.589945793	10.16113472	10.54922867	9.607140541	10.65271091	9.072912216	10.19060802	10.22800159	9.507018089	10.12275124	10.2267952	9.66464901	10.66623497	9.277226448	11.44226265	11.5496788	11.15615559	10.66482449	11.23256874	10.95538712	11.42516994	11.23279476	11.34622383	11.46927261	11.63677406	10.61746311	11.86796951	11.1154995	10.98520279	11.46105957	11.3212204	10.55080509	11.02796745
"227"	"201593_s_at"	"zinc finger CCCH-type containing 15"	"AV716798"	"ZC3H15"	"Chr:2q32.1"	7.34831953	7.933149338	7.576314449	8.208948135	8.734881401	7.529401302	7.565336704	8.894125938	7.55603838	8.193736076	7.88448143	7.770355225	7.83208847	7.36534977	8.59290123	8.518428802	9.200455666	7.941343784	7.562932968	7.631063938	9.259474754	7.562101841	7.584943771	8.547968864	7.969845772	7.104482651	8.205170631	8.151560783	8.092912674	7.876074791	8.733186722	7.709568977	8.086183548
"228"	"201595_s_at"	"zinc finger CCCH-type containing 15"	"NM_018471"	"ZC3H15"	"Chr:2q32.1"	6.142246246	7.277869225	6.823625088	7.242320061	7.190485001	6.35858345	6.867669106	7.80302906	6.46058321	7.549302101	7.381313801	7.085044861	6.997556686	6.412710667	7.240964413	7.958881378	8.10849762	6.746559143	6.340313911	6.585037231	8.071862221	7.059898853	6.744915962	7.487676144	6.911166668	5.973590851	6.993293285	7.382101059	7.364593029	6.966580391	7.654613018	6.574841499	7.104471207
"229"	"201597_at"	"cytochrome c oxidase subunit VIIa polypeptide 2 (liver)"	"NM_001865"	"COX7A2"	"Chr:6q12"	9.669090271	9.661480904	9.447717667	8.696990967	10.18365765	8.485417366	9.42348671	10.23004627	8.25403595	9.7441082	10.20697117	9.880742073	9.862316132	8.782230377	10.16064739	9.715500832	10.08799267	10.3839426	9.050193787	9.540007591	10.06553268	9.459540367	9.629798889	10.08454514	9.895189285	8.545976639	9.572813034	9.645296097	9.47514534	10.12129116	9.940462112	9.114127159	9.670589447
"230"	"201599_at"	"ornithine aminotransferase (gyrate atrophy)"	"NM_000274"	"OAT"	"Chr:10q26"	6.179694176	6.256220818	7.137340546	6.985809326	7.745229721	6.528412819	6.999738216	7.519999027	5.993441105	7.234405041	7.580057144	7.036856174	7.571371555	6.874966621	7.73755455	8.06882	7.946834087	6.973352432	6.856114864	6.663866043	8.259277344	7.429808617	6.735404968	7.316342354	6.866896152	6.108579159	7.197672844	7.311335087	7.476728916	6.958807945	6.769486904	6.576527119	7.252973557
"231"	"201601_x_at"	"interferon induced transmembrane protein 1 (9-27)"	"NM_003641"	"IFITM1"	"Chr:11p15.5"	9.531816483	9.700350761	9.462204933	9.154977798	9.837533951	9.239516258	9.176116943	10.2591753	9.169910431	10.3914938	10.09649754	9.807641983	9.719527245	9.16488266	10.40508938	10.61354542	10.10576439	10.03486156	10.38362312	10.20982265	10.73613262	11.11063671	10.34600735	10.78060246	10.04567623	10.48955154	10.99174213	11.1404438	10.28576088	10.45186996	10.49415779	10.25463104	9.811700821
"232"	"201611_s_at"	"isoprenylcysteine carboxyl methyltransferase"	"NM_012405"	"ICMT"	"Chr:1p36.21"	7.070324421	7.277108192	6.866587162	6.911765099	6.729187489	6.716261864	6.999584198	7.197755814	6.726439476	7.245051384	7.164647579	7.182211876	7.227020264	6.596065998	7.125502586	7.178790569	7.00069952	7.092819214	6.740360737	7.054021358	7.197755814	7.483017921	7.064622402	8.288297653	8.359153748	6.950258732	8.433632851	7.980277061	7.434764862	8.330799103	8.242787361	7.699780464	8.155894279
"233"	"201624_at"	"aspartyl-tRNA synthetase"	"NM_001349"	"DARS"	"Chr:2q21.3"	5.107836246	5.617543221	5.482909679	5.748715878	6.413628101	5.291222572	5.196717739	6.628544331	4.713976383	5.872768402	6.331920624	6.128835201	6.334362507	5.201379776	5.843864918	6.647358418	5.619813919	5.527582169	4.739338875	4.823219776	6.853771687	5.635641098	5.597286224	5.938173294	5.759602547	4.733337879	5.683803082	6.339140415	5.65047884	5.932289124	6.042470932	5.328263283	5.807337284
"234"	"201635_s_at"	"fragile X mental retardation, autosomal homolog 1"	"AI990766"	"FXR1"	"Chr:3q28"	9.250526428	8.632404327	9.271903038	10.11560917	9.805417061	9.271903038	9.056089401	9.790066719	8.83567524	10.40087795	9.435539246	9.995758057	9.854476929	9.467914581	9.450628281	9.625311852	9.84363842	9.326413155	8.548257828	9.062641144	9.554447174	9.024973869	8.86916256	9.36827755	9.259506226	8.449549675	9.18708992	9.70306015	9.293611526	8.997689247	9.773456573	8.698424339	9.886594772
"235"	"201641_at"	"bone marrow stromal cell antigen 2"	"NM_004335"	"BST2"	"Chr:19p13.2"	7.109954834	7.051131725	6.928926945	6.477926731	7.177968025	7.15557909	6.507568836	7.033676147	7.24233532	7.462014675	7.288593292	6.850650311	8.090240479	7.226919174	7.494439125	7.163071156	6.748829842	7.614719868	7.751574516	7.485880852	7.750873566	8.128264427	7.602239132	7.353630066	7.716528416	8.550556183	8.038236618	8.135145187	7.177748203	7.986837387	7.244538307	7.160289764	7.321257591
"236"	"201645_at"	"tenascin C (hexabrachion)"	"NM_002160"	"TNC"	"Chr:9q33"	6.284919262	6.031449795	6.3898592	6.116136074	6.68964386	6.588814259	6.165948391	6.1072402	6.648288727	5.939396858	6.104749203	6.264009953	6.542103291	6.506947994	7.029450417	8.718131065	7.889808178	6.803463459	7.194734097	6.50095892	8.076516151	6.376675129	7.1860466	7.778260231	8.05824852	6.478473663	8.615069389	6.078941345	8.158270836	7.854116917	7.174622536	6.540994644	6.809912682
"237"	"201648_at"	"Janus kinase 1 (a protein tyrosine kinase)"	"AL039831"	"JAK1"	"Chr:1p32.3-p31.3"	8.004527092	8.78766346	8.282138824	8.570366859	9.467087746	8.51146698	8.801010132	9.139160156	7.875530243	9.226531982	9.133021355	8.992749214	9.141289711	8.149523735	9.316046715	9.266994476	9.152667046	8.709580421	8.785349846	8.879942894	9.719179153	9.04624176	9.092484474	9.164129257	9.039420128	8.057029724	8.878270149	9.399518967	8.828296661	9.278548241	9.902213097	8.092413902	8.987019539
"238"	"201652_at"	"COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)"	"NM_006837"	"COPS5"	"Chr:8q13.2"	7.751458645	7.913637638	7.926086426	7.887329578	8.725095749	7.647155285	7.840900421	8.575257301	7.077427387	8.304724693	8.683330536	8.326986313	8.160002708	7.634850502	8.215353012	8.522806168	8.66653347	7.729016781	7.397881508	7.569338322	8.464975357	7.952869892	7.444319248	7.966836452	7.725870132	6.85727787	7.606027603	8.272468567	7.882038116	8.029232979	8.353462219	7.114058495	8.124609947
