ID;chromosome;Start_coord;End_coord;Blood;SC_Fat;Muscle;Gene_centric;CGI_centric;Pval;Pval_corrected
cg02019805;chr22;51035937;51035937;.851862892;.867491406;.88048584;Distal promoter;CGI Shelf;.053688127;0
cg02019920;chr22;47607540;47607540;.652096478;.705502202;.729372975;Intergenic;CGI Shore;4.77E-06;1
cg02026204;chr22;30663007;30663007;.04709072;.626199014;.835700454;Proximal promoter;Non CGI;1.01E-15;1
cg02029665;chr22;46441799;46441799;.765210018;.458723059;.280328246;Proximal promoter;CGI Shore;3E-14;1
cg02031111;chr22;30774942;30774942;.889762582;.871959704;.853256285;Proximal promoter;Non CGI;.02026017;0
cg02031597;chr22;50683365;50683365;.120689526;.137127086;.126122364;Proximal promoter;CpG islands;.431710914;0
cg02031638;chr22;36959246;36959246;.335143408;.637720922;.735649374;Gene body;CGI Shore;1.45E-12;1
cg02034949;chr22;38302860;38302860;.027965275;.023580276;.052428148;Gene body;CpG islands;.002643401;0
cg02036077;chr22;35653364;35653364;.068019869;.068224616;.072416999;Proximal promoter;CpG islands;.605410144;0
cg02038168;chr22;39784481;39784481;.025996925;.026711855;.026480013;Downstream;CpG islands;.982835793;0
cg02038910;chr22;39416382;39416382;.754020309;.570992929;.560821133;Proximal promoter;Non CGI;9.67E-07;1
cg02040083;chr22;50639316;50639316;.017502108;.020082785;.019462919;Proximal promoter;CpG islands;.863564873;0
cg02041885;chr22;40073448;40073448;.611762515;.618061748;.655732587;Gene body;CGI Shore;.158026083;0
cg02042736;chr22;50495161;50495161;.709905641;.672053853;.730481552;Downstream;CGI Shore;.015529725;0
cg02046995;chr22;41487740;41487740;.092105815;.118851363;.104810446;Proximal promoter;CpG islands;.079682857;0
cg02050560;chr22;42486888;42486888;.032761361;.03721299;.046873969;Proximal promoter;CpG islands;.043569646;0
cg02051290;chr22;42967981;42967981;.620636247;.656903402;.651007436;Gene body;CGI Shelf;.170118721;0
cg02053339;chr22;43088726;43088726;.788447979;.852061785;.896686896;Gene body;CGI Shore;2.11E-06;1
cg02053786;chr22;42547054;42547054;.732115465;.717122858;.665323118;Distal promoter;CGI Shore;.000267145;0
cg02055988;chr22;31671702;31671702;.902911235;.879083746;.921813377;Gene body;CGI Shore;.000269137;0
cg02058194;chr22;41215556;41215556;.041905278;.047864012;.0441361;Proximal promoter;CpG islands;.485525603;0
cg02065704;chr22;37172029;37172029;.111069416;.121133911;.107414214;Proximal promoter;CpG islands;.586302957;0
cg02065750;chr22;39639859;39639859;.107698578;.119744176;.113547024;Gene body;CpG islands;.3596354;0
cg02065833;chr22;50023741;50023741;.818461725;.598768042;.434379824;Gene body;CGI Shore;1E-13;1
cg02066590;chr22;47016623;47016623;.812224266;.793273026;.835800881;Distal promoter;CGI Shore;.000125746;0
cg02066925;chr22;35936722;35936722;.116671977;.117662725;.136879434;Proximal promoter;CpG islands;.526185709;0
cg02068015;chr22;17848581;17848581;.68638579;.642941946;.438009725;Intergenic;CGI Shore;1.94E-05;0
cg02074719;chr22;43411185;43411185;.032316726;.032242121;.029973952;Proximal promoter;CpG islands;.683555524;0
cg02075970;chr22;39627281;39627281;.918264391;.926424906;.934888698;Gene body;CGI Shore;.249804536;0
cg02076598;chr22;25423801;25423801;.857384265;.598146923;.738071718;Proximal promoter;CGI Shore;8.1E-10;1
cg02079700;chr22;43166347;43166347;.77116263;.574093379;.2848595;Intergenic;CGI Shore;5.97E-15;1
cg02089795;chr22;17691371;17691371;.863869431;.877767829;.88857541;Proximal promoter;Non CGI;.10056126;0
cg02099543;chr22;45899186;45899186;.132759855;.06491387;.265602178;Proximal promoter;CpG islands;1.78E-06;1
cg02100011;chr22;38635773;38635773;.860212614;.56857816;.368171225;Gene body;Non CGI;6.8E-10;1
cg02107564;chr22;41488750;41488750;.078785445;.084484917;.082517363;Proximal promoter;CpG islands;.665426353;0
cg02108731;chr22;50297217;50297217;.856942613;.882160068;.869976395;Gene body;Non CGI;.000194458;0
cg02109793;chr22;24890690;24890690;.28429384;.316531604;.328787508;Proximal promoter;CpG islands;.164386894;0
cg02111168;chr22;31003283;31003283;.076102167;.078844186;.131602067;Proximal promoter;Non CGI;1.22E-06;1
cg02114946;chr22;21386494;21386494;.169668102;.188308687;.133887639;Proximal promoter;CpG islands;.002885421;0
cg02120463;chr22;39639003;39639003;.08146195;.077753045;.067439106;Gene body;CpG islands;.044279699;0
cg02122610;chr22;47022418;47022418;.776589908;.829627491;.862710933;Proximal promoter;CGI Shore;.00176846;0
cg02130266;chr22;17078353;17078353;.642332525;.689463265;.719407408;Distal promoter;CGI Shelf;.001374157;0
cg02144647;chr22;45597019;45597019;.877529243;.889428147;.871652882;Proximal promoter;CGI Shore;.132682256;0
cg02144924;chr22;45244265;45244265;.906903023;.828341355;.801740817;Gene body;Non CGI;.000165049;0
cg02145211;chr22;29196246;29196246;.085644067;.088745842;.088724767;Proximal promoter;CpG islands;.849554043;0
cg02148421;chr22;37595162;37595162;.104212312;.118233633;.112590573;Intergenic;CpG islands;.32240184;0
cg02150231;chr22;47159188;47159188;.062563016;.075689667;.092552177;Gene body;CGI Shore;6.73E-05;0
cg02152034;chr22;29600657;29600657;.751189;.903732188;.917249468;Proximal promoter;CGI Shore;1.51E-06;1
cg02152108;chr22;37641506;37641506;.195560279;.393775696;.510626361;Proximal promoter;Non CGI;1.73E-07;1
cg02153584;chr22;29168773;29168773;.019232808;.016672657;.020540614;Proximal promoter;CpG islands;.674669313;0
cg02156296;chr22;36806414;36806414;.413383388;.456491812;.316864892;Intergenic;CpG islands;.00015718;0
cg02157633;chr22;19035933;19035933;.90033354;.897073436;.908340534;Proximal promoter;Non CGI;.272129434;0
cg02161203;chr22;50008841;50008841;.778492761;.79294048;.827917051;Downstream;CGI Shore;.002441856;0
cg02163215;chr22;45996347;45996347;.900117824;.911881214;.928388616;Gene body;Non CGI;.003649228;0
cg02163266;chr22;19015061;19015061;.213240065;.21985291;.287971829;Downstream;CGI Shore;.007700741;0
cg02165713;chr22;37447630;37447630;.090089485;.098520756;.101916287;Proximal promoter;CGI Shore;.35558335;0
cg02167613;chr22;46926912;46926912;.869224629;.72878179;.755002086;Gene body;CGI Shelf;9.08E-08;1
cg02169098;chr22;42017294;42017294;.023695341;.025859592;.028623415;Proximal promoter;CpG islands;.605580413;0
cg02169692;chr22;18632476;18632476;.393096425;.320740562;.266359692;Proximal promoter;CGI Shore;.004553315;0
cg02172652;chr22;44894165;44894165;.044745041;.046108724;.040861272;Proximal promoter;CGI Shore;.876816423;0
cg02179764;chr22;37419795;37419795;.90881224;.913680219;.93537344;Gene body;CGI Shore;.025998883;0
cg02179982;chr22;46365647;46365647;.580744245;.49542752;.684081248;Gene body;CGI Shore;2.27E-07;1
cg02180579;chr22;17638520;17638520;.853983155;.859087168;.849345779;Gene body;CGI Shore;.835975659;0
cg02181494;chr22;51066755;51066755;.08695974;.093069247;.089918541;Proximal promoter;CpG islands;.769964817;0
cg02187503;chr22;38715768;38715768;.750789102;.740573337;.755599362;Distal promoter;CGI Shelf;.644446443;0
cg02193648;chr22;50468964;50468964;.071485949;.091432688;.068789222;Intergenic;CpG islands;.22666329;0
cg02195676;chr22;46646564;46646564;.102601873;.112542484;.10078636;Proximal promoter;CpG islands;.393904766;0
cg02203484;chr22;47056210;47056210;.831498381;.887515724;.908460248;Gene body;CGI Shore;7.59E-05;0
cg02203711;chr22;39855863;39855863;.880483872;.844030777;.649884221;Gene body;CGI Shore;8.78E-14;1
cg02206108;chr22;40079626;40079626;.740809379;.649162511;.761829773;Gene body;CGI Shore;2.34E-05;0
cg02207496;chr22;18894280;18894280;.067544153;.079348588;.06270188;Gene body;CpG islands;.075440041;0
cg02209075;chr22;21798794;21798794;.877122745;.839583371;.898674376;Gene body;CGI Shore;9.91E-05;0
cg02210038;chr22;36648404;36648404;.782570237;.790124783;.783186145;Proximal promoter;Non CGI;.842067738;0
cg02210498;chr22;21275401;21275401;.644294774;.542543809;.507702091;Gene body;CGI Shelf;.003661495;0
cg02214441;chr22;31536996;31536996;.686697135;.778334463;.854807946;Proximal promoter;Non CGI;.000120177;0
cg02217815;chr22;36890079;36890079;.303256674;.519146488;.750771661;Gene body;CGI Shelf;1.62E-09;1
cg02217955;chr22;50941799;50941799;.939543372;.879921987;.871469837;Gene body;CGI Shelf;2.12E-06;1
cg02218200;chr22;51135138;51135138;.823222988;.468881698;.338129537;Gene body;CGI Shore;2.86E-14;1
cg02225897;chr22;23484397;23484397;.055131125;.058064771;.074041451;Proximal promoter;CGI Shore;.007636326;0
cg02226779;chr22;29663810;29663810;.018700659;.017175375;.017692234;Proximal promoter;CpG islands;.842380782;0
cg02227453;chr22;50919482;50919482;.34662735;.262566676;.180568294;Proximal promoter;CpG islands;9.77E-06;0
cg02229382;chr22;49765138;49765138;.388046732;.499119208;.44254781;Intergenic;CpG islands;.003048495;0
cg02231062;chr22;42321087;42321087;.817600414;.881283697;.900469224;Gene body;CGI Shore;.000294506;0
cg02233213;chr22;42296877;42296877;.788879563;.80623539;.81585215;Proximal promoter;Non CGI;.072158457;0
cg02233750;chr22;43539658;43539658;.605764947;.706574156;.823151966;Proximal promoter;CGI Shore;6.21E-06;0
cg02237342;chr22;24823519;24823519;.171488083;.756629518;.915024276;Proximal promoter;CGI Shelf;2.3E-10;1
cg02238178;chr22;37545969;37545969;.118098944;.280706397;.390528781;Proximal promoter;Non CGI;3.79E-10;1
cg02241145;chr22;29706754;29706754;.72659782;.471002579;.561175114;Gene body;CGI Shore;4.18E-08;1
cg02241545;chr22;18481612;18481612;.884291576;.895893384;.869195478;Gene body;CGI Shore;.044547449;0
cg02241891;chr22;48603711;48603711;.741548296;.645966208;.738781751;Intergenic;CGI Shore;1.3E-05;0
cg02242734;chr22;18064224;18064224;.728700983;.700476093;.808496725;Gene body;CGI Shore;.020893462;0
cg02245810;chr22;51017432;51017432;.83477737;.637811035;.388002909;Proximal promoter;CGI Shore;6.05E-16;1
cg02246229;chr22;46401539;46401539;.81059032;.871783291;.8959764;Proximal promoter;Non CGI;4.78E-09;1
cg02247863;chr22;50983415;50983415;.684767155;.699011199;.627180037;Distal promoter;CGI Shore;.001549606;0
cg02253230;chr22;22292638;22292638;.037658901;.048747706;.039196572;Gene body;CpG islands;.293901927;0
cg02261346;chr22;43898597;43898597;.795733126;.810978967;.826439563;Gene body;Non CGI;.539420909;0
cg02264779;chr22;24817310;24817310;.684136724;.663005625;.655138239;Distal promoter;CGI Shelf;.324763477;0
cg02267215;chr22;32589380;32589380;.69669564;.740849358;.707097717;Proximal promoter;Non CGI;.111173371;0
cg02267795;chr22;24989065;24989065;.04680038;.046459528;.033780747;Proximal promoter;CpG islands;.479756081;0
cg02269571;chr22;50332266;50332266;.901863494;.717981611;.873553686;Intergenic;CGI Shelf;1.67E-07;1
cg02274500;chr22;31064092;31064092;.065874339;.065075724;.079518349;Proximal promoter;CpG islands;.021122349;0
cg02278071;chr22;31063986;31063986;.042115564;.041861648;.047530453;Proximal promoter;CpG islands;.671243196;0
cg02285386;chr22;35695157;35695157;.811081701;.605480862;.354837322;Proximal promoter;CGI Shore;2E-14;1
cg02287693;chr22;46276479;46276479;.265192066;.11650285;.152244743;Intergenic;CpG islands;.014216213;0
cg02288859;chr22;29470264;29470264;.354642874;.497796036;.504799953;Gene body;CGI Shore;1.09E-05;0
cg02290617;chr22;50513520;50513520;.729351182;.67624607;.446552589;Gene body;CGI Shore;6.37E-09;1
cg02292872;chr22;39538303;39538303;.842391749;.872818558;.865291775;Gene body;CGI Shelf;.011613097;0
cg02293044;chr22;29703543;29703543;.805126372;.370580156;.252849109;Gene body;CpG islands;7.87E-14;1
cg02293096;chr22;24178632;24178632;.783333464;.879349023;.804162697;Gene body;CGI Shore;.000283109;0
cg02296376;chr22;20236758;20236758;.755960396;.592834326;.566051265;Proximal promoter;Non CGI;1.85E-09;1
cg02299568;chr22;20104779;20104779;.016735042;.016351527;.015677636;Proximal promoter;CpG islands;.916678886;0
cg02300818;chr22;49295501;49295501;.736440519;.74599875;.791252696;Downstream;CGI Shelf;.053903704;0
cg02301718;chr22;39883966;39883966;.861221893;.869561955;.883237573;Gene body;CpG islands;.046447296;0
cg02301929;chr22;51066512;51066512;.027118293;.03156927;.026371241;Proximal promoter;CpG islands;.316853164;0
cg02302858;chr22;46638155;46638155;.606440916;.743362491;.84051672;Gene body;Non CGI;2.23E-06;1
cg02312525;chr22;50525778;50525778;.543719457;.607611312;.62290125;Proximal promoter;CGI Shelf;.000548047;0
cg02327103;chr22;25679323;25679323;.126130924;.12551973;.134782604;Intergenic;CGI Shore;.353098814;0
cg02329029;chr22;18559261;18559261;.86246764;.861819466;.868628974;Proximal promoter;CGI Shore;.895745468;0
cg02333649;chr22;19471093;19471093;.885113554;.807037366;.887014816;Gene body;CGI Shelf;3.22E-05;0
cg02334771;chr22;38577945;38577945;.104254929;.112136404;.126399427;Proximal promoter;CpG islands;.174966145;0
cg02339083;chr22;45740309;45740309;.574082531;.653020033;.474780564;Gene body;Non CGI;.000165443;0
cg02340395;chr22;24586447;24586447;.912648616;.847524288;.91362344;Downstream;CGI Shelf;.000371151;0
cg02344701;chr22;39529123;39529123;.801411197;.830052847;.843477292;Gene body;Non CGI;.001411413;0
cg02345798;chr22;18957892;18957892;.08005628;.086540834;.077891378;Proximal promoter;CGI Shore;.404049598;0
cg02347904;chr22;32599596;32599596;.697967815;.684558541;.637978169;Proximal promoter;Non CGI;.69326078;0
cg02350211;chr22;31495093;31495093;.827779881;.723760794;.685779154;Gene body;CpG islands;2.09E-08;1
cg02350785;chr22;22058080;22058080;.840350485;.849636879;.820663492;Gene body;CpG islands;.213235864;0
cg02351223;chr22;43253208;43253208;.036657883;.040768252;.031696011;Proximal promoter;CpG islands;.622697632;0
cg02357416;chr22;29668384;29668384;.818777271;.774522021;.819228195;Gene body;CGI Shelf;.128442641;0
cg02357751;chr22;19710880;19710880;.088487708;.555971876;.718643394;Proximal promoter;CpG islands;9.24E-16;1
cg02358112;chr22;41601307;41601307;.026211854;.022096264;.025346938;Proximal promoter;CpG islands;.525184028;0
cg02370373;chr22;26985552;26985552;.023812494;.024948186;.02786546;Gene body;CpG islands;.770131529;0
cg02375178;chr22;30639611;30639611;.791705981;.83518594;.855872013;Gene body;CGI Shore;.001900346;0
cg02375506;chr22;43806801;43806801;.803638266;.600488783;.591901254;Proximal promoter;CGI Shore;1.77E-09;1
cg02377915;chr22;22307573;22307573;.813678528;.570277046;.685692429;Proximal promoter;CGI Shore;1.56E-09;1
cg02378074;chr22;46734712;46734712;.881898622;.873848254;.862551892;Gene body;CGI Shelf;.300104048;0
cg02380914;chr22;51143114;51143114;.814430193;.839150401;.862195712;Gene body;CpG islands;.001357254;0
cg02383325;chr22;30783470;30783470;.049147161;.052203319;.064723529;Proximal promoter;CpG islands;.072803989;0
cg02387435;chr22;20116906;20116906;.317587419;.223786084;.20480423;Distal promoter;CGI Shore;.000898468;0
cg02391526;chr22;37658878;37658878;.850607687;.853883419;.886740575;Intergenic;CGI Shelf;.077851281;0
cg02396172;chr22;19466813;19466813;.086784998;.09192829;.081671539;Proximal promoter;CpG islands;.664873272;0
cg02400449;chr22;38857584;38857584;.076123434;.082742239;.0652642;Distal promoter;CpG islands;.028147915;0
cg02401149;chr22;25595409;25595409;.803643446;.838287853;.864913789;Proximal promoter;Non CGI;.006795048;0
cg02401792;chr22;46664110;46664110;.140614002;.167909802;.151134147;Proximal promoter;CpG islands;.148176501;0
cg02403294;chr22;38795347;38795347;.119322306;.133386046;.126805696;Proximal promoter;CpG islands;.195314179;0
cg02403412;chr22;19894638;19894638;.798116641;.802101009;.8205936;Gene body;CpG islands;.255604383;0
cg02404636;chr22;31891804;31891804;.06467349;.077308229;.152311581;Proximal promoter;CGI Shore;.000123489;0
cg02405329;chr22;51063680;51063680;.810549625;.782411682;.736325405;Gene body;CGI Shelf;7.18E-07;1
cg02410870;chr22;50633040;50633040;.851976831;.874142693;.885718838;Gene body;CpG islands;.018906581;0
cg02412616;chr22;46422752;46422752;.717697773;.771803988;.798730094;Intergenic;CGI Shore;.003120464;0
cg02415431;chr22;23923255;23923255;.282222882;.561447449;.712227637;Proximal promoter;Non CGI;1.28E-09;1
cg02415779;chr22;18527778;18527778;.915819587;.44031435;.27425719;Intergenic;CGI Shelf;3.12E-12;1
cg02417473;chr22;38434179;38434179;.519058407;.519578584;.597786733;Intergenic;CGI Shore;.01075809;0
cg02420032;chr22;49144377;49144377;.781171034;.828903587;.836050806;Gene body;CGI Shore;.002802035;0
cg02427042;chr22;40767032;40767032;.116113342;.108359235;.122287936;Proximal promoter;CpG islands;.409152335;0
cg02431732;chr22;42907591;42907591;.656475115;.712081997;.68681828;Gene body;CGI Shelf;.052158918;0
cg02432860;chr22;17489187;17489187;.891747787;.898310665;.897057425;Proximal promoter;CpG islands;.864152785;0
cg02433266;chr22;20226815;20226815;.759961317;.422236021;.436290558;Downstream;CGI Shelf;3.01E-08;1
cg02440976;chr22;22863054;22863054;.021453364;.023208334;.024916968;Proximal promoter;CpG islands;.478215139;0
cg02441543;chr22;51157530;51157530;.814725705;.879861735;.892401307;Gene body;CGI Shore;3.8E-06;1
cg02442526;chr22;46973514;46973514;.053015742;.053698743;.046080443;Intergenic;CpG islands;.447248105;0
cg02447733;chr22;50845380;50845380;.924512659;.932471164;.939458696;Gene body;CpG islands;.066769641;0
cg02450785;chr22;43056379;43056379;.83176755;.857127281;.897244304;Intergenic;CGI Shore;1.36E-05;0
cg02454750;chr22;43089339;43089339;.720182184;.735087226;.779115258;Gene body;CpG islands;.005986904;0
cg02455383;chr22;27014116;27014116;.393650665;.720248446;.869222577;Proximal promoter;Non CGI;4.31E-09;1
cg02457501;chr22;32341191;32341191;.053349519;.061050401;.048020509;Proximal promoter;CpG islands;.386074307;0
cg02465427;chr22;24947430;24947430;.871835354;.887046797;.854656757;Gene body;CGI Shelf;.075716685;0
cg02469909;chr22;24890831;24890831;.272704591;.241534469;.27071495;Proximal promoter;CpG islands;.675557053;0
cg02470565;chr22;29702866;29702866;.071780973;.076474474;.056189891;Proximal promoter;CpG islands;.480528504;0
cg02471915;chr22;39040634;39040634;.824329791;.868500854;.890849972;Gene body;Non CGI;7.74E-07;1
cg02473781;chr22;22007095;22007095;.346469266;.243569799;.251761032;Proximal promoter;CGI Shore;.000109925;0
cg02474858;chr22;30233609;30233609;.564727952;.586215257;.537537821;Gene body;CGI Shore;.286473897;0
cg02476339;chr22;50009156;50009156;.957608211;.969308641;.976863183;Downstream;CpG islands;.018653184;0
cg02477126;chr22;24988729;24988729;.026708157;.025372613;.027903443;Proximal promoter;CpG islands;.841183144;0
cg02477448;chr22;38199880;38199880;.884866433;.780027299;.862621559;Proximal promoter;CGI Shore;.000130369;0
cg02478149;chr22;38219117;38219117;.610194693;.443125848;.456398005;Proximal promoter;CGI Shore;5.46E-06;1
cg02478836;chr22;47510037;47510037;.747604965;.778994276;.796410624;Gene body;CGI Shelf;.015807034;0
cg02481085;chr22;18836081;18836081;.687287859;.734915869;.762958657;Intergenic;CGI Shelf;4.18E-07;1
cg02481714;chr22;40439396;40439396;.832763968;.254143885;.113370394;Proximal promoter;CGI Shore;4.03E-16;1
cg02481923;chr22;31889592;31889592;.872434498;.876949075;.806933574;Distal promoter;CGI Shelf;.000126449;0
cg02482690;chr22;37449184;37449184;.770217739;.752566681;.631654843;Gene body;CGI Shore;1.09E-06;1
cg02482941;chr22;28007243;28007243;.88427946;.813493302;.75950751;Intergenic;CGI Shelf;1.53E-05;0
cg02484850;chr22;36783942;36783942;.070453558;.063627609;.064088898;Proximal promoter;CpG islands;.748675816;0
cg02486520;chr22;47256230;47256230;.875902657;.900102439;.918117378;Gene body;CpG islands;.004248895;0
cg02486545;chr22;18923885;18923885;.065350785;.069319646;.071536158;Proximal promoter;CGI Shore;.521638611;0
cg02486929;chr22;50609012;50609012;.062828844;.068059517;.063004085;Proximal promoter;CGI Shore;.82245135;0
cg02487453;chr22;31198724;31198724;.118658387;.058047187;.029629052;Gene body;CpG islands;.015685623;0
cg02491628;chr22;39770356;39770356;.671594626;.595004629;.530048029;Gene body;CpG islands;6E-08;1
cg02494781;chr22;36044540;36044540;.104664393;.115425694;.108592837;Proximal promoter;Non CGI;.320367956;0
cg02499453;chr22;32572722;32572722;.787165466;.756515008;.761493496;Intergenic;CGI Shore;.084419793;0
cg02499678;chr22;46927536;46927536;.870152076;.88107867;.892386943;Gene body;CGI Shore;.085785108;0
cg02516101;chr22;38711891;38711891;.295739657;.158478516;.170695957;Gene body;CGI Shore;.001373993;0
cg02517524;chr22;23412814;23412814;.105927382;.110476645;.114365228;Proximal promoter;CpG islands;.675476221;0
cg02518889;chr22;18632894;18632894;.048285074;.055609823;.05452251;Proximal promoter;CpG islands;.498709389;0
cg02521457;chr22;20134463;20134463;.719218825;.715289554;.682118793;Gene body;CpG islands;.213317347;0
cg02523400;chr22;21128191;21128191;.858897359;.874626831;.892291246;Proximal promoter;Non CGI;.008872718;0
cg02523424;chr22;39548724;39548724;.025558495;.023139766;.02023162;Proximal promoter;CpG islands;.304266798;0
cg02523839;chr22;18893727;18893727;.071813554;.073354285;.072750319;Proximal promoter;CpG islands;.993485242;0
cg02524531;chr22;46041485;46041485;.135156396;.144505072;.141722401;Intergenic;CpG islands;.637379341;0
cg02527346;chr22;20849196;20849196;.279110683;.177745838;.191093913;Gene body;CGI Shore;.024676443;0
cg02527496;chr22;39794818;39794818;.874230473;.898412329;.904744415;Proximal promoter;CGI Shore;.035407403;0
cg02527527;chr22;38303310;38303310;.381872849;.29588068;.442585177;Gene body;CGI Shore;4.82E-05;0
cg02530846;chr22;38968375;38968375;.238541443;.1849789;.196908671;Distal promoter;CGI Shore;.049217253;0
cg02532700;chr22;37257404;37257404;.258356507;.609770867;.735331227;Proximal promoter;Non CGI;8.42E-11;1
cg02539402;chr22;43061182;43061182;.716249711;.8037536;.82611291;Intergenic;CGI Shelf;7.86E-07;1
cg02541592;chr22;45608686;45608686;.858516473;.412986645;.297629766;Proximal promoter;Non CGI;2.61E-16;1
cg02543159;chr22;43815950;43815950;.583203285;.519790445;.630094606;Gene body;CGI Shore;.000501927;0
cg02546072;chr22;39898416;39898416;.031774781;.034229114;.028710938;Proximal promoter;CpG islands;.738620988;0
cg02547747;chr22;24667267;24667267;.092585592;.113382488;.108370814;Proximal promoter;CpG islands;.146480344;0
cg02550151;chr22;50218448;50218448;.764054001;.590565776;.649823288;Proximal promoter;CGI Shore;4.45E-10;1
cg02550268;chr22;21926094;21926094;.69309041;.854701064;.890924638;Gene body;CGI Shelf;4.7E-05;0
cg02551882;chr22;31365455;31365455;.031930993;.041201982;.049431838;Proximal promoter;CpG islands;.108762794;0
cg02552097;chr22;42343915;42343915;.906895226;.916625022;.923758141;Proximal promoter;CGI Shore;.01945387;0
cg02553039;chr22;49563521;49563521;.680008285;.773448068;.745339137;Intergenic;CGI Shore;.000981646;0
cg02555513;chr22;50964653;50964653;.048757759;.064729175;.045093278;Proximal promoter;CpG islands;.687080082;0
cg02555579;chr22;18043043;18043043;.857600315;.49941689;.52305654;Proximal promoter;Non CGI;1.53E-10;1
cg02556928;chr22;37309980;37309980;.441452483;.653066979;.768588012;Proximal promoter;Non CGI;2E-10;1
cg02560730;chr22;38793236;38793236;.272492273;.289556098;.320721272;Gene body;CpG islands;.092922963;0
cg02567958;chr22;37962818;37962818;.143684066;.559087405;.481676486;Gene body;CpG islands;1.22E-12;1
cg02575078;chr22;39885383;39885383;.879222323;.887167167;.882481;Gene body;CGI Shore;.647045396;0
cg02580626;chr22;18572133;18572133;.712215425;.670651557;.52055361;Gene body;Non CGI;3.16E-07;1
cg02582669;chr22;49088813;49088813;.853965684;.749850639;.821080901;Gene body;CpG islands;3.46E-05;0
cg02583938;chr22;19748777;19748777;.171147488;.15663669;.135923006;Gene body;CpG islands;.188202284;0
cg02585931;chr22;38219283;38219283;.775276216;.600791946;.625079362;Proximal promoter;CGI Shore;7.3E-07;1
cg02587894;chr22;39352174;39352174;.738861334;.746996014;.767858587;Proximal promoter;Non CGI;.280971405;0
cg02589672;chr22;41763128;41763128;.1578744;.133829583;.100736893;Proximal promoter;Non CGI;.021000047;0
cg02590292;chr22;31365094;31365094;.081635545;.086107956;.079063694;Proximal promoter;CpG islands;.401599612;0
cg02596486;chr22;25115120;25115120;.859346937;.817825638;.632094876;Gene body;Non CGI;1.57E-09;1
cg02597698;chr22;30662987;30662987;.118534218;.665018382;.817689995;Proximal promoter;Non CGI;8.19E-16;1
cg02600349;chr22;39051817;39051817;.854279146;.648126881;.558046883;Proximal promoter;CGI Shore;2.1E-11;1
cg02601618;chr22;17075046;17075046;.82847512;.856203921;.886612885;Proximal promoter;Non CGI;.003394649;0
cg02601893;chr22;43523016;43523016;.588699464;.487986631;.490913236;Gene body;Non CGI;1.74E-12;1
cg02604244;chr22;38794936;38794936;.021191363;.02299515;.019048469;Proximal promoter;CpG islands;.376818486;0
cg02604522;chr22;46330821;46330821;.708623393;.524666155;.470426775;Gene body;CGI Shelf;1.01E-11;1
cg02610425;chr22;18483192;18483192;.148383001;.091689789;.157199295;Gene body;CpG islands;.021220803;0
cg02611031;chr22;17640532;17640532;.167303596;.168125867;.153980014;Proximal promoter;CpG islands;.596954933;0
cg02611675;chr22;23908273;23908273;.109650276;.118533358;.118239378;Intergenic;CGI Shore;.44522184;0
cg02612971;chr22;24190721;24190721;.818187099;.84008705;.889431829;Distal promoter;CGI Shore;1.31E-07;1
cg02629506;chr22;25595814;25595814;.873143304;.871886844;.908403924;Proximal promoter;Non CGI;.003189427;0
cg02630122;chr22;20104473;20104473;.095940929;.113988168;.106263079;Proximal promoter;CpG islands;.380856073;0
cg02631450;chr22;32366979;32366979;.098021075;.109615489;.110864147;Intergenic;CpG islands;.317912075;0
cg02642178;chr22;50899694;50899694;.908616708;.906265395;.92693374;Gene body;CGI Shore;.095427076;0
cg02655711;chr22;19163373;19163373;.715146504;.584512391;.519571369;Gene body;CGI Shore;.001718011;0
cg02665031;chr22;17178604;17178604;.799164114;.834996443;.851137054;Intergenic;CpG islands;.000537268;0
cg02687592;chr22;44708843;44708843;.72118069;.744795708;.772056281;Proximal promoter;Non CGI;.002166699;0
cg02706110;chr22;24552132;24552132;.13354449;.154179789;.120309929;Gene body;CpG islands;.292670893;0
cg02713951;chr22;46516291;46516291;.475283505;.336769264;.294657074;Intergenic;CGI Shelf;2.55E-07;1
cg02723302;chr22;29663987;29663987;.073620711;.083650095;.075926233;Proximal promoter;CpG islands;.211353251;0
cg02723399;chr22;19420170;19420170;.022088083;.023580311;.020994291;Proximal promoter;CpG islands;.515908859;0
cg02724647;chr22;17646207;17646207;.762968492;.776833509;.535588001;Proximal promoter;Non CGI;6.06E-08;1
cg02725334;chr22;32146705;32146705;.865571314;.790473801;.822463565;Proximal promoter;CGI Shore;.000128634;0
cg02725453;chr22;50249174;50249174;.581037924;.678118013;.716114202;Gene body;CGI Shore;4.31E-08;1
cg02734208;chr22;19110062;19110062;.06958359;.073601323;.064126629;Proximal promoter;CpG islands;.134325375;0
cg02736548;chr22;42470223;42470223;.053146719;.044886616;.04152375;Proximal promoter;CpG islands;.195864833;0
cg02738086;chr22;41941494;41941494;.6736596;.719825052;.781069122;Proximal promoter;CGI Shore;3.87E-06;1
cg02749843;chr22;19712623;19712623;.831247018;.764466674;.719871814;Downstream;CpG islands;4.71E-07;1
cg02756845;chr22;51038542;51038542;.383226832;.273495214;.200503992;Proximal promoter;CpG islands;3.66E-06;1
cg02763671;chr22;20103541;20103541;.765889615;.681620749;.376116459;Proximal promoter;CGI Shore;4.64E-13;1
cg02770187;chr22;29073496;29073496;.718403792;.794331451;.816804957;Gene body;CGI Shore;1E-06;1
